   9.99999978E-03   534.638733      -6.24847412E-02
   1.99999996E-02   533.661865     -0.102432251    
   2.99999993E-02   532.737488      -9.36279297E-02
   3.99999991E-02   531.831482      -7.01599121E-02
   4.99999970E-02   530.847107     -0.128784180    
   5.99999949E-02   529.968445      -8.53729248E-02
   6.99999928E-02   529.113525      -2.19268799E-02
   7.99999908E-02   528.176514      -4.42199707E-02
   8.99999887E-02   527.301270      -8.40759277E-03
   9.99999866E-02   526.423462       2.12097168E-02
  0.109999985       525.544617       4.61578369E-02
  0.119999982       524.734070      0.135803223    
  0.129999980       523.879333      0.177658081    
  0.139999986       522.960938      0.152297974    
  0.149999991       522.054382      0.135192871    
  0.159999996       521.218323      0.185028076    
  0.170000002       520.302185      0.151260376    
  0.180000007       519.328918       5.68389893E-02
  0.190000013       518.495544       9.88006592E-02
  0.200000018       517.653870      0.128982544    
  0.210000023       516.728394       7.18536377E-02
  0.220000029       515.851624       5.99822998E-02
  0.230000034       514.978271       4.80804443E-02
  0.240000039       514.139709       6.75201416E-02
  0.250000030       513.339661      0.122039795    
  0.260000020       512.548828      0.182388306    
  0.270000011       511.720825      0.202148438    
  0.280000001       510.849060      0.174758911    
  0.289999992       509.962952      0.129669189    
  0.299999982       509.183868      0.188247681    
  0.309999973       508.398834      0.237518311    
  0.319999963       507.574341      0.244018555    
  0.329999954       506.747162      0.244506836    
  0.339999944       505.885895      0.207580566    
  0.349999934       505.092072      0.234832764    
  0.359999925       504.218262      0.178817749    
  0.369999915       503.393127      0.168197632    
  0.379999906       502.593536      0.179901123    
  0.389999896       501.754517      0.148910522    
  0.399999887       500.961609      0.160812378    
  0.409999877       500.266083      0.266876221    
  0.419999868       499.464966      0.264160156    
  0.429999858       498.642426      0.236846924    
  0.439999849       497.923553      0.309997559    
  0.449999839       497.267029      0.442352295    
  0.459999830       496.451447      0.412490845    
  0.469999820       495.626678      0.370315552    
  0.479999810       494.841797      0.364898682    
  0.489999801       494.085785      0.385238647    
  0.499999791       493.262665      0.335372925    
  0.509999812       492.455475      0.298355103    
  0.519999802       491.716797      0.326766968    
  0.529999793       490.997162      0.371154785    
  0.539999783       490.184387      0.319366455    
  0.549999774       489.405182      0.298110962    
  0.559999764       488.696869      0.344711304    
  0.569999754       487.973389      0.373138428    
  0.579999745       487.290680      0.439315796    
  0.589999735       486.499878      0.394439697    
  0.599999726       485.751221      0.388717651    
  0.609999716       484.959137      0.336593628    
  0.619999707       484.219971      0.334442139    
  0.629999697       483.449707      0.298263550    
  0.639999688       482.708038      0.287719727    
  0.649999678       481.970642      0.278549194    
  0.659999669       481.210785      0.244003296    
  0.669999659       480.484863      0.240509033    
  0.679999650       479.842529      0.317718506    
  0.689999640       479.065613      0.257461548    
  0.699999630       478.371765      0.277420044    
  0.709999621       477.616791      0.233398438    
  0.719999611       476.895020      0.219741821    
  0.729999602       476.228851      0.258865356    
  0.739999592       475.526062      0.258529663    
  0.749999583       474.860718      0.292877197    
  0.759999573       474.213226      0.342254639    
  0.769999564       473.444916      0.268035889    
  0.779999554       472.664398      0.178848267    
  0.789999545       472.018463      0.221481323    
  0.799999535       471.298615      0.187438965    
  0.809999526       470.575684      0.147583008    
  0.819999516       469.881134      0.133392334    
  0.829999506       469.186615      0.116500854    
  0.839999497       468.443207       4.80194092E-02
  0.849999487       467.741455       1.85089111E-02
  0.859999478       467.007141      -4.62493896E-02
  0.869999468       466.306641      -7.98797607E-02
  0.879999459       465.554535     -0.167770386    
  0.889999449       464.831268     -0.229476929    
  0.899999440       464.161957     -0.239852905    
  0.909999430       463.429779     -0.315734863    
  0.919999421       462.779297     -0.312545776    
  0.929999411       462.123810     -0.316986084    
  0.939999402       461.539551     -0.252777100    
  0.949999392       460.903412     -0.243026733    
  0.959999382       460.184875     -0.318267822    
  0.969999373       459.602783     -0.259628296    
  0.979999363       458.899963     -0.324279785    
  0.989999354       458.271912     -0.316711426    
  0.999999344       457.696472     -0.259063721    
   1.00999939       457.064240     -0.260726929    
   1.01999938       456.509918     -0.187011719    
   1.02999938       455.796478     -0.274917603    
   1.03999937       455.116364     -0.331985474    
   1.04999936       454.572174     -0.255630493    
   1.05999935       454.047546     -0.162185669    
   1.06999934       453.487762     -0.106369019    
   1.07999933       452.981812       8.39233398E-04
   1.08999932       452.348480      -2.17895508E-02
   1.09999931       451.772919       1.09100342E-02
   1.10999930       451.211548       5.53741455E-02
   1.11999929       450.518005      -3.47595215E-02
   1.12999928       449.881348      -7.04040527E-02
   1.13999927       449.342590      -1.05590820E-02
   1.14999926       448.765533       8.60595703E-03
   1.15999925       448.170959       7.87353516E-03
   1.16999924       447.614014       4.23889160E-02
   1.17999923       446.958374      -2.41394043E-02
   1.18999922       446.365326      -3.04260254E-02
   1.19999921       445.807129      -4.21142578E-03
