   14724.9189       79598.0000    
   29282.5059       66852.0000    
   43840.0938       56364.0000    
   58397.6836       47283.0000    
   72955.2656       40114.0000    
   87512.8516       33343.0000    
   102070.438       27888.0000    
   116628.031       23572.0000    
   131185.625       19822.0000    
   145743.203       16459.0000    
   160300.781       13939.0000    
   174858.375       11769.0000    
   189415.969       10171.0000    
   203973.547       8382.00000    
   218531.141       6998.00000    
   233088.734       5994.00000    
   247646.312       4958.00000    
   262203.906       4160.00000    
   276761.500       3632.00000    
   291319.094       2851.00000    
   305876.688       2473.00000    
   320434.250       2102.00000    
   334991.875       1735.00000    
   349549.438       1496.00000    
   364107.031       1250.00000    
   378664.625       1067.00000    
   393222.219       937.000000    
   407779.781       778.000000    
   422337.375       633.000000    
   436894.969       530.000000    
   451452.531       434.000000    
   466010.156       343.000000    
   480567.750       306.000000    
   495125.312       299.000000    
   509682.906       215.000000    
   524240.500       190.000000    
   538798.062       171.000000    
   553355.625       149.000000    
   567913.250       129.000000    
   582470.812       90.0000000    
   597028.375       91.0000000    
   611586.000       64.0000000    
   626143.562       75.0000000    
   640701.125       47.0000000    
   655258.750       37.0000000    
   669816.375       32.0000000    
   684373.938       38.0000000    
   698931.500       23.0000000    
   713489.062       20.0000000    
   728046.688       12.0000000    
   742604.250       9.00000000    
   757161.875       18.0000000    
   771719.500       8.00000000    
   786277.062       11.0000000    
   800834.562       7.00000000    
   815392.188       4.00000000    
   829949.812       7.00000000    
   844507.375       3.00000000    
   859065.000       4.00000000    
   873622.562       4.00000000    
   888180.125       0.00000000    
   902737.688       0.00000000    
   917295.312       2.00000000    
   931852.938       0.00000000    
   946410.500       1.00000000    
   960968.125       1.00000000    
   975525.688       2.00000000    
   990083.250       0.00000000    
   1004640.81       0.00000000    
   1019198.44       0.00000000    
   1033756.06       1.00000000    
   1048313.62       0.00000000    
   1062871.25       1.00000000    
   1077428.88       0.00000000    
   1091986.38       0.00000000    
   1106544.00       0.00000000    
   1121101.62       0.00000000    
   1135659.25       0.00000000    
   1150216.88       0.00000000    
   1164774.38       0.00000000    
   1179331.88       0.00000000    
   1193889.50       0.00000000    
   1208447.12       0.00000000    
   1223004.75       1.00000000    
   1237562.38       0.00000000    
   1252119.88       0.00000000    
   1266677.50       0.00000000    
   1281235.00       0.00000000    
   1295792.62       0.00000000    
   1310350.25       0.00000000    
   1324907.88       0.00000000    
   1339465.50       0.00000000    
   1354023.00       0.00000000    
   1368580.62       0.00000000    
   1383138.25       0.00000000    
   1397695.75       0.00000000    
   1412253.25       0.00000000    
   1426810.88       0.00000000    
   1441368.50       0.00000000    
   1455926.12       0.00000000    
